,sample_name,legend,xmin,ymin,width,height
0,graph1344.png,"['cohosting', 'whitebelly', 'unplug']",164,248,85,47
0,graph1345.png,['aristae'],783,196,68,17
0,graph1346.png,"['h', 'Q', 'slyish', 'antihierarchy']",141,201,100,77
0,graph1347.png,['templardom'],765,133,94,32
0,graph1348.png,"['U', 'I', 'phonocardiographic']",418,125,132,62
0,graph1349.png,"['X', 'd', 'trifurcating']",463,139,89,62
0,graph1350.png,['playback'],733,184,100,32
0,graph1351.png,"['J', 'T', 'welshry', 'nidgety']",465,122,72,62
0,graph1352.png,"['W', 'adenohypophysis']",443,138,120,47
0,graph1353.png,"['k', 'dendrodus', 'pantoplethora']",139,223,104,62
0,graph1354.png,"['q', 'helper', 'chartophylacium']",441,135,117,62
0,graph1355.png,"['stalwarts', 'cariole']",456,244,79,32
0,graph1356.png,"['Y', 'a', 'frameable', 'bullfeast']",147,168,84,62
0,graph1357.png,"['l', 'heterology']",749,259,87,32
0,graph1358.png,"['polydactyly', 'demonolatrously']",725,131,116,47
0,graph1359.png,"['K', 'retrorenal', 'camouflagic']",448,131,94,47
0,graph1360.png,"['unmarvelousness', 'postcomitial', 'favissa', 'coronion']",726,214,121,62
0,graph1361.png,"['X', 'T', 'fructiform', 'stroller']",443,201,83,77
0,graph1362.png,"['unarguing', 'bunkerage', 'versers', 'preinterview']",130,122,96,77
0,graph1363.png,[],,,,
0,graph1364.png,"['n', 'h', 'frontopontine']",748,124,101,62
0,graph1365.png,"['a', 'o', 'berlin']",155,243,62,47
0,graph1366.png,"['B', 'genealogically']",731,187,105,47
0,graph1367.png,"['A', 'frison', 'sumac', 'grainland']",764,161,81,77
0,graph1368.png,"['honked', 'unapprehendingness']",126,132,138,32
0,graph1369.png,"['thevetia', 'testamentarily', 'coroun', 'lemuridae']",735,174,106,62
0,graph1370.png,[],,,,
0,graph1371.png,"['spoolful', 'herbalists']",750,124,83,47
0,graph1372.png,"['o', 'h', 'embarras']",129,171,103,62
0,graph1373.png,"['s', 'subtenancy', 'lwop']",748,179,92,62
0,graph1374.png,"['amygdules', 'odelsthing', 'judoists', 'shuddersome']",446,222,101,62
0,graph1375.png,"['Y', 'allentiac']",460,249,76,32
0,graph1376.png,"['docimasia', 'somatological']",736,181,102,32
0,graph1377.png,"['spirole', 'whopping']",767,137,82,47
0,graph1378.png,"['nonsanctification', 'alloerotic']",740,261,119,32
0,graph1379.png,"['coordinateness', 'feigner', 'psychony']",147,228,109,62
0,graph1380.png,"['kathodic', 'micromeasurement']",416,120,130,32
0,graph1381.png,"['astromantic', 'sabeing']",736,176,93,47
0,graph1382.png,"['G', 'endlichite']",142,143,83,47
0,graph1383.png,"['y', 'unflappable', 'precondemned']",723,120,108,62
0,graph1384.png,"['hemitriglyph', 'mortarlike']",117,133,97,47
0,graph1385.png,[],,,,
0,graph1386.png,"['J', 'a', 'C', 'unattach']",448,226,78,62
0,graph1387.png,"['f', 'fasciole', 'pretraditional']",154,248,101,47
0,graph1388.png,"['M', 'ensemble', 'incorpses']",774,215,82,62
0,graph1389.png,"['ruach', 'cathood', 'hyperplastic']",129,232,95,62
0,graph1390.png,"['unpennoned', 'mazapilite', 'prepurposive', 'pantywaists']",734,228,99,62
0,graph1391.png,"['S', 'i', 'polysarcous']",140,218,93,62
0,graph1392.png,"['o', 'coetaneously']",152,260,100,32
0,graph1393.png,"['a', 's', 'F', 'myocardiogram']",155,211,111,77
0,graph1394.png,"['o', 'helleborin']",462,129,83,32
0,graph1395.png,"['overdedicate', 'coagitator']",121,136,98,32
0,graph1396.png,"['pterygode', 'toolroom']",750,185,85,47
0,graph1397.png,"['U', 'X', 'homoeomeri', 'unionid']",155,125,96,77
0,graph1398.png,['conflictory'],127,133,86,17
0,graph1399.png,"['h', 'vaulted']",144,188,71,32
0,graph1400.png,['smacked'],438,133,78,32
0,graph1401.png,"['P', 'Q', 'ichneumia', 'prethoughtfully']",145,177,110,62
0,graph1402.png,"['x', 'infamous', 'heterogenetically', 'surnamer']",133,127,120,77
0,graph1403.png,[],,,,
0,graph1404.png,"['F', 'B', 'reata']",767,229,90,62
0,graph1405.png,['lavandin'],773,266,76,17
0,graph1406.png,[],,,,
0,graph1407.png,"['c', 'O', 'X', 'subeditor']",764,120,81,62
0,graph1408.png,['promotrix'],758,122,82,17
0,graph1409.png,"['adoulie', 'prosodiac', 'polygonies']",457,235,87,47
0,graph1410.png,"['I', 'brutifies', 'plotinize']",459,227,76,62
0,graph1411.png,"['L', 'dendrogaea', 'unpricked', 'sciara']",755,172,93,77
0,graph1412.png,[],,,,
0,graph1413.png,"['L', 'myoclonus', 'overemphasis']",743,239,103,47
0,graph1414.png,"['hyperper', 'topers', 'protestator']",128,123,106,62
0,graph1415.png,"['Q', 'bacteriotropin']",448,244,103,32
0,graph1416.png,"['k', 'z', 'madden']",757,239,75,47
0,graph1417.png,"['enchainement', 'lysigenously', 'reglaze', 'melodising']",131,121,105,62
0,graph1418.png,['marcgravia'],157,271,90,17
0,graph1419.png,"['N', 'G', 'rushiness']",750,129,81,47
0,graph1420.png,"['h', 'turkis', 'zoolithic']",134,178,75,47
0,graph1421.png,['acarids'],460,273,70,17
0,graph1422.png,"['h', 'K', 'plosions']",467,134,75,47
0,graph1423.png,"['T', 's', 'rustred', 'retailoring']",465,120,85,77
0,graph1424.png,"['S', 'Y', 'retentivities', 'pointing']",436,124,93,62
0,graph1425.png,['brilliantness'],760,263,94,32
0,graph1426.png,"['i', 'r', 'chemotaxonomist']",136,123,122,47
0,graph1427.png,"['gildhalls', 'lumen']",759,187,75,47
0,graph1428.png,"['mannie', 'choregy']",766,179,74,32
0,graph1429.png,"['m', 'a', 'pheidole']",766,178,77,47
0,graph1430.png,"['c', 'incidentalness', 'overurged', 'ingenit']",452,234,105,62
0,graph1431.png,[],,,,
0,graph1432.png,"['d', 'p', 'reallocations']",457,217,97,62
0,graph1433.png,"['F', 'T', 'unvolunteering']",737,178,109,62
0,graph1434.png,['heaviest'],458,128,76,17
0,graph1435.png,"['floodplain', 'mesnalties', 'overblind', 'uncommiserating']",132,175,120,77
0,graph1436.png,"['decry', 'volt']",777,182,62,32
0,graph1437.png,"['bugi', 'subilia', 'interlotted', 'jism']",440,123,86,62
0,graph1438.png,['roundy'],119,278,69,17
0,graph1439.png,"['I', 'iliosacral', 'polo']",777,127,78,62
0,graph1440.png,"['A', 'waffing', 'testacy']",469,141,71,47
0,graph1441.png,['questioning'],139,132,92,17
0,graph1442.png,"['M', 'stratlin', 'billmen', 'enigmatization']",429,125,108,62
0,graph1443.png,"['q', 'infantado']",150,244,81,47
0,graph1444.png,"['h', 'pneumatode', 'ithyphyllous']",736,143,97,62
0,graph1445.png,"['q', 'untax']",458,130,63,47
0,graph1446.png,"['v', 'T', 'retaste', 'scraunch']",448,129,79,77
0,graph1447.png,"['bedquilts', 'gyroceran', 'adib']",137,239,84,47
0,graph1448.png,['websters'],454,134,79,17
0,graph1449.png,"['t', 'G', 'gassers']",137,231,72,47
0,graph1450.png,['compriest'],752,119,83,17
0,graph1451.png,['isonym'],454,268,70,17
0,graph1452.png,"['diminisher', 'wistiti']",772,118,86,47
0,graph1453.png,"['Z', 'imbordure', 'gumby']",754,171,85,62
0,graph1454.png,"['i', 'M', 'Q', 'etourderie']",452,134,85,77
0,graph1455.png,"['y', 'unyielding', 'ayrshire']",145,117,86,47
0,graph1456.png,"['b', 'proficuously']",157,262,94,32
0,graph1457.png,['satiated'],464,129,74,32
0,graph1458.png,"['helmholtzian', 'unlikeable', 'anginose']",144,234,98,62
0,graph1459.png,"['k', 'c', 'pierre']",773,176,63,47
0,graph1460.png,"['G', 'skull', 'mesiolabial']",764,129,90,62
0,graph1461.png,['nonvariety'],152,121,87,17
0,graph1462.png,"['U', 'b', 'choledochostomies', 'voling']",703,168,129,62
0,graph1463.png,"['p', 'n', 'e', 'cliffing']",155,119,67,62
0,graph1464.png,"['polyparian', 'predazzite']",734,186,86,47
0,graph1465.png,"['thermomotive', 'sulphoborite']",741,181,104,47
0,graph1466.png,['quartane'],751,255,79,32
0,graph1467.png,"['Z', 'informous', 'sunburnproof', 'endangium']",135,128,100,77
0,graph1468.png,"['P', 'scones', 'blowsed']",761,231,75,47
0,graph1469.png,"['C', 'saskatoon', 'navigationally', 'metachronal']",734,166,103,62
0,graph1470.png,"['i', 'nonheinousness', 'kadishim']",725,185,114,62
0,graph1471.png,"['microporphyritic', 'propyls', 'accomplishable', 'duckweed']",159,137,115,62
0,graph1472.png,[],,,,
0,graph1473.png,"['detractors', 'fulnesses']",138,236,85,47
0,graph1474.png,['smalltime'],758,195,83,17
0,graph1475.png,['phonologist'],738,252,92,32
0,graph1476.png,"['h', 'w', 'vented']",138,186,77,62
0,graph1477.png,"['o', 'unsinful', 'coltpixy']",142,138,74,47
0,graph1478.png,"['eyeleted', 'derivably', 'animalculine', 'noncharitably']",748,125,102,62
0,graph1479.png,"['limuloids', 'nitrides']",149,239,78,47
0,graph1480.png,"['M', 'presuppress', 'cramberry', 'effulges']",131,160,94,77
0,graph1481.png,"['S', 'derabbinize', 'wadded']",461,242,92,47
0,graph1482.png,"['intelligibility', 'banquet']",750,123,95,47
0,graph1483.png,"['J', 'interplanetary', 'chuckstone']",747,190,104,47
0,graph1484.png,"['V', 'wagaun', 'reptiliform']",144,126,85,62
0,graph1485.png,"['endocervical', 'leakers', 'femorocaudal', 'downcried']",758,219,101,77
0,graph1486.png,['stylops'],149,138,69,32
0,graph1487.png,['algebraical'],766,115,89,17
0,graph1488.png,"['unsnugly', 'drizzle', 'paludial', 'improbability']",733,119,99,77
0,graph1489.png,"['subrectories', 'genisaro']",457,120,95,32
0,graph1490.png,"['underbridging', 'clerete', 'timelia', 'calelectricity']",750,117,104,77
0,graph1491.png,['femininism'],764,123,89,17
0,graph1492.png,['lump'],127,261,59,17
0,graph1493.png,"['g', 'trochometer']",138,198,95,32
0,graph1494.png,"['nucleate', 'panorpian', 'philosophicopsychological']",404,136,162,47
0,graph1495.png,"['chateau', 'refertilizing', 'filibegs']",767,188,90,47
0,graph1496.png,"['L', 'U', 'heredolues', 'nematozooid']",449,131,98,62
0,graph1497.png,"['v', 'V', 'pimelitis']",150,219,76,62
0,graph1498.png,"['nonboastingly', 'praepostor']",749,172,104,47
0,graph1499.png,"['S', 'octoreme', 'sublecturer']",756,220,90,62
0,graph1500.png,"['fulgence', 'witlessness']",758,239,91,47
0,graph1501.png,"['drawbench', 'casten', 'imperatorian']",747,183,98,62
0,graph1502.png,['pokable'],472,122,73,17
0,graph1503.png,"['T', 'abrasive']",145,126,76,47
0,graph1504.png,"['O', 'preapprehension']",443,251,117,32
0,graph1505.png,['piazzaless'],446,126,85,17
0,graph1506.png,"['D', 'A', 'pteropid']",466,234,75,62
0,graph1507.png,"['knowledgeability', 'paleoethnic', 'argues']",715,196,117,47
0,graph1508.png,"['directexamination', 'segregative', 'outtrotting', 'disconnecter']",424,127,123,77
0,graph1509.png,['countercultures'],726,138,111,17
0,graph1510.png,"['M', 'bewraps', 'dillis']",152,184,76,47
0,graph1511.png,['ingene'],442,276,68,17
0,graph1512.png,"['M', 'ileocolostomy', 'prohibitively', 'ungrayed']",435,228,102,62
0,graph1513.png,"['frostfishes', 'dinomic', 'unpretendingly']",722,218,109,62
0,graph1514.png,"['m', 'b', 'reaccount']",454,116,83,62
0,graph1515.png,['intercurrent'],158,126,93,17
0,graph1516.png,"['k', 'ptomainic']",454,243,83,47
0,graph1517.png,['preambassadorial'],157,132,122,32
0,graph1518.png,"['r', 'undividedly', 'prenotification', 'havelock']",155,129,106,77
0,graph1519.png,"['unstabler', 'vinitor', 'bifilar', 'protactinium']",432,142,97,62
0,graph1520.png,"['pairial', 'hoc']",773,119,65,32
0,graph1521.png,"['k', 'v', 'multiplex']",776,174,80,62
0,graph1522.png,"['cisele', 'etruscan']",158,137,77,32
0,graph1523.png,['crocheters'],449,116,86,17
0,graph1524.png,['pomaderris'],766,274,90,17
0,graph1525.png,['successfulness'],740,206,108,17
0,graph1526.png,['perfidious'],455,251,83,32
0,graph1527.png,['unstoppered'],748,131,96,17
0,graph1528.png,"['Y', 'F', 'microgastrinae', 'reseparating']",133,215,108,62
0,graph1529.png,"['p', 'barillas', 'neuroplasmic', 'wangrace']",458,200,100,77
0,graph1530.png,"['Z', 'disasterly']",140,197,82,47
0,graph1531.png,"['linenette', 'tamine', 'optimate', 'hydropath']",151,166,85,77
0,graph1532.png,['acclamations'],738,187,99,17
0,graph1533.png,"['selfly', 'quinte']",769,126,66,47
0,graph1534.png,"['euryalean', 'phonoplex']",148,186,86,32
0,graph1535.png,"['cephalotaceous', 'translucencies', 'scirophoria']",166,222,112,62
0,graph1536.png,"['X', 'W', 'sacrilegious']",140,126,93,62
0,graph1537.png,['mortier'],121,276,71,17
0,graph1538.png,"['f', 'hyperstatic', 'probuying']",763,180,90,62
0,graph1539.png,['aggravated'],135,121,91,17
0,graph1540.png,"['g', 'ungrapple', 'sermonizing']",128,226,94,62
0,graph1541.png,"['b', 'lanket']",780,116,65,47
0,graph1542.png,[],,,,
0,graph1543.png,['correctest'],762,191,84,17
0,graph1544.png,"['q', 'D', 'I', 'benefitting']",158,126,88,62
0,graph1545.png,"['controlling', 'noncoordination']",422,249,114,32
0,graph1546.png,['idioticon'],753,120,76,17
0,graph1547.png,"['F', 'opsonic', 'enwheeled', 'cristispira']",756,172,88,77
0,graph1548.png,['periplasm'],456,134,83,32
0,graph1549.png,"['T', 'hunkies', 'swordbill', 'abelite']",762,220,78,62
0,graph1550.png,"['s', 'M', 'vindelici']",454,219,75,62
0,graph1551.png,"['pansyish', 'hypostyle', 'nonfragileness', 'nonapproachableness']",705,214,142,77
0,graph1552.png,['coiny'],442,115,73,32
0,graph1553.png,['oysterwomen'],754,121,101,32
0,graph1554.png,"['C', 'Y', 'bakutu', 'politicophobia']",438,211,103,77
0,graph1555.png,['quinon'],787,126,68,17
0,graph1556.png,"['equaller', 'nonschematized', 'mutagens']",719,190,115,47
0,graph1557.png,[],,,,
0,graph1558.png,"['pisan', 'cephalopodan', 'freewill']",452,126,104,62
0,graph1559.png,"['c', 'n', 'w', 'coalifies']",756,176,75,62
0,graph1560.png,['amboinas'],135,114,82,17
0,graph1561.png,['kitchie'],790,136,67,17
0,graph1562.png,"['Z', 'A', 'y', 'unbeholdenness']",129,125,115,77
0,graph1563.png,"['straitwork', 'pneumatostatics', 'overjade']",433,232,117,62
0,graph1564.png,['autoscopic'],754,278,87,17
0,graph1565.png,[],,,,
0,graph1566.png,"['e', 'hamli', 'eventognathous', 'obeahisms']",154,121,114,62
0,graph1567.png,"['l', 'overrefining']",435,231,93,47
0,graph1568.png,['southerly'],756,251,80,32
0,graph1569.png,"['expeditions', 'homomorphisms', 'potato', 'subtend']",738,221,116,62
0,graph1570.png,"['k', 'T', 'earthmove', 'porkpen']",453,217,88,77
0,graph1571.png,"['bricklining', 'goujay']",454,127,85,47
0,graph1572.png,"['savory', 'accipiter', 'thralls']",765,184,77,62
0,graph1573.png,['underfinancing'],133,129,108,17
0,graph1574.png,"['W', 'athyridae']",758,248,81,47
0,graph1575.png,"['bairnish', 'hyperanabolism', 'hurricanes']",725,118,113,47
0,graph1576.png,['heptametrical'],734,260,103,32
0,graph1577.png,['trolatitious'],742,190,87,32
0,graph1578.png,"['chauffeuse', 'minuteness', 'kapai']",750,138,92,47
0,graph1579.png,['malvasian'],756,201,85,32
0,graph1580.png,['neeze'],134,252,65,32
0,graph1581.png,"['f', 'borneol', 'scoop', 'weighter']",775,129,78,62
0,graph1582.png,"['celeriac', 'hydrogenates', 'chevet']",128,178,102,47
0,graph1583.png,"['P', 'B', 'seepproof']",749,122,83,47
0,graph1584.png,"['mailbox', 'ectocarpous']",143,197,95,32
0,graph1585.png,"['e', 'f', 'macrophotography']",132,176,128,47
0,graph1586.png,"['v', 'catadupe', 'thrustfulness']",151,244,99,47
0,graph1587.png,[],,,,
0,graph1588.png,['niggles'],778,118,70,32
0,graph1589.png,"['x', 'K', 'swiss']",771,187,61,47
0,graph1590.png,"['Y', 'talked']",772,186,65,32
0,graph1591.png,['fideicommissaries'],708,183,123,32
0,graph1592.png,['gerefa'],443,136,101,32
0,graph1593.png,"['F', 'X', 'hydrofoils']",128,182,82,47
0,graph1594.png,['educabilia'],140,123,85,32
0,graph1595.png,"['narcotist', 'serbian', 'serpenteau', 'molting']",759,176,90,62
0,graph1596.png,"['unforgetfully', 'revelationist']",151,194,97,32
0,graph1597.png,"['F', 'forepast']",151,237,75,47
0,graph1598.png,['predinner'],763,203,82,17
0,graph1599.png,['nonphonetical'],729,188,104,32
0,graph1600.png,"['cephalanthous', 'forcut']",431,258,107,32
0,graph1601.png,"['b', 'disobliged']",150,133,84,47
0,graph1602.png,[],,,,
0,graph1603.png,"['V', 'S', 'paracolon']",157,174,83,62
0,graph1604.png,"['M', 'alnath']",142,260,66,32
0,graph1605.png,"['crapon', 'hypermegasoma', 'matambala', 'outquoting']",157,125,117,62
0,graph1606.png,"['dissait', 'multocular']",132,239,87,47
0,graph1607.png,"['C', 'adventuristic', 'lumps']",158,187,99,47
0,graph1608.png,"['r', 'D', 'piedly', 'cartographers']",756,227,103,62
0,graph1609.png,['helioscopic'],756,275,89,17
0,graph1610.png,"['likewalk', 'wardrooms', 'duyker']",744,188,89,47
0,graph1611.png,[],,,,
0,graph1612.png,[],,,,
0,graph1613.png,"['methylals', 'parabranchial']",147,123,102,47
0,graph1614.png,['ditrochean'],142,202,87,17
0,graph1615.png,['intensifier'],432,245,84,32
0,graph1616.png,"['histon', 'knockdown', 'warmblooded']",752,195,101,47
0,graph1617.png,"['cursively', 'uninhabitably', 'suckeny']",729,175,102,47
0,graph1618.png,['configurate'],743,249,90,32
0,graph1619.png,"['x', 'gamekeepers', 'pc', 'neb']",443,120,101,62
0,graph1620.png,"['hangment', 'alloeosis']",750,193,85,47
0,graph1621.png,"['x', 'I', 'regarding', 'nonrescissible']",137,136,104,77
0,graph1622.png,"['J', 'sialoid', 'fibrinolytic', 'papulation']",437,121,87,77
0,graph1623.png,[],,,,
0,graph1624.png,['oratorianism'],759,247,97,32
0,graph1625.png,['bushfighting'],734,141,96,32
0,graph1626.png,"['cocainisation', 'avshar', 'cysteines', 'grazes']",443,229,99,62
0,graph1627.png,"['coralroot', 'piacevole']",763,136,81,32
0,graph1628.png,[],,,,
0,graph1629.png,"['m', 'rupa', 'misdirecting', 'unbesmirched']",750,183,104,62
0,graph1630.png,"['f', 'U', 'refundability']",131,127,96,47
0,graph1631.png,['aphorises'],141,135,82,32
0,graph1632.png,"['J', 'q', 'nonhieratically']",726,223,107,62
0,graph1633.png,"['C', 'U', 'boatel']",129,214,65,62
0,graph1634.png,"['Q', 'P', 'cerebromeningeal']",440,125,123,47
0,graph1635.png,"['O', 'triptych', 'revisualization', 'meaningless']",137,182,105,62
0,graph1636.png,"['g', 'G', 'halimot', 'bummock']",743,167,83,77
0,graph1637.png,"['h', 'nondepressively']",721,131,114,32
0,graph1638.png,['templary'],774,121,79,32
0,graph1639.png,"['y', 'y', 'lipoidal']",774,120,70,62
0,graph1640.png,[],,,,
0,graph1641.png,"['semperidem', 'vorticity']",740,263,96,32
0,graph1642.png,"['b', 'U', 'begaze']",464,122,70,62
0,graph1643.png,"['J', 'E', 'humbleness']",755,176,94,47
0,graph1644.png,[],,,,
0,graph1645.png,['stretto'],137,199,67,17
0,graph1646.png,['fumet'],144,136,63,17
0,graph1647.png,[],,,,
0,graph1648.png,"['x', 'bodger', 'urinomancy']",129,113,93,62
0,graph1649.png,"['p', 'K', 'overcentralize']",153,125,104,47
0,graph1650.png,"['f', 'z', 'n', 'mistier']",770,201,69,77
0,graph1651.png,"['f', 'honeymooner', 'alumbrado']",746,230,102,62
0,graph1652.png,"['interasteroidal', 'achondroplasia', 'furunculous']",744,127,109,47
0,graph1653.png,['hyperinsulinism'],148,260,112,17
0,graph1654.png,['orfray'],130,259,77,32
0,graph1655.png,"['belligerencies', 'somatotypic']",450,127,102,47
0,graph1656.png,"['S', 'unctionless', 'chunters']",753,176,90,62
0,graph1657.png,[],,,,
0,graph1658.png,"['crackers', 'hoking', 'immitigableness', 'thurificate']",719,181,115,77
0,graph1659.png,"['sil', 'semitransverse', 'disclass']",431,117,110,47
0,graph1660.png,[],,,,
0,graph1661.png,"['P', 'hyperploidy', 'outcourt']",755,137,92,47
0,graph1662.png,[],,,,
0,graph1663.png,['copaibic'],783,275,75,17
0,graph1664.png,['euchite'],460,254,71,32
0,graph1665.png,"['godfatherhood', 'housewifeliness']",746,251,112,32
0,graph1666.png,['waxweeds'],748,255,86,32
0,graph1667.png,"['readopt', 'visualize', 'pterygospinous']",748,242,110,47
0,graph1668.png,"['heroize', 'exosmic']",767,137,75,47
0,graph1669.png,['slade'],798,132,61,32
0,graph1670.png,"['s', 'w', 'i', 'capercally']",142,129,85,77
0,graph1671.png,"['dewans', 'undercrier', 'clematises']",162,188,87,47
0,graph1672.png,"['panduriform', 'grawls', 'football', 'mimesises']",756,223,95,62
0,graph1673.png,['phrenic'],454,261,71,32
0,graph1674.png,['swimmily'],750,203,81,17
0,graph1675.png,"['W', 'F', 'D', 'teletyping']",745,160,84,77
0,graph1676.png,"['transistorization', 'sassafras']",140,187,114,47
0,graph1677.png,"['x', 'e', 'sliting', 'exemplifying']",146,215,97,62
0,graph1678.png,"['delisting', 'cocoa', 'waggonage', 'nidi']",738,218,91,77
0,graph1679.png,['film'],780,143,53,17
0,graph1680.png,['careeners'],748,266,83,17
0,graph1681.png,['bifilarly'],767,181,71,32
0,graph1682.png,"['U', 'o', 'x', 'cabret']",769,136,66,62
0,graph1683.png,"['T', 'unamazedness']",153,129,108,32
0,graph1684.png,['colonizers'],131,115,84,17
0,graph1685.png,"['I', 'X', 'nonfeatured', 'nidget']",748,130,94,77
0,graph1686.png,['startor'],467,137,67,32
0,graph1687.png,"['longwork', 'gestapos', 'fuchsian']",132,189,79,47
0,graph1688.png,"['superincreased', 'couldron']",737,184,110,47
0,graph1689.png,"['o', 'administrate']",752,246,97,47
0,graph1690.png,[],,,,
0,graph1691.png,['hyporchematic'],130,137,108,32
0,graph1692.png,"['ticketless', 'eschews']",464,242,81,47
0,graph1693.png,['farasula'],140,131,74,32
0,graph1694.png,"['G', 'grana']",452,126,63,32
0,graph1695.png,"['rifflers', 'sycones', 'ive']",766,139,74,62
0,graph1696.png,"['Z', 'counterculture', 'parton']",131,249,106,47
0,graph1697.png,"['M', 'e', 'amphipodal']",441,246,92,47
0,graph1698.png,"['y', 'T', 'm', 'ulnad']",784,169,62,62
0,graph1699.png,"['j', 'R', 'suiting']",789,178,68,47
0,graph1700.png,['marikina'],448,261,77,17
0,graph1701.png,"['consumer', 'phalangeridae']",448,130,105,32
0,graph1702.png,"['t', 'H', 'refixture']",465,237,76,47
0,graph1703.png,"['cydon', 'frankheartness', 'watersmeet']",158,191,108,47
0,graph1704.png,"['evangelistary', 'nonresistively', 'precinction', 'cwrite']",757,125,103,77
0,graph1705.png,['unbendable'],429,260,93,32
0,graph1706.png,"['A', 'barbarizes', 'powwowing']",141,229,92,47
0,graph1707.png,"['superperfection', 'onomatopoeic']",746,192,112,32
0,graph1708.png,['whistles'],778,193,74,17
0,graph1709.png,"['misinforming', 'uncharacterized', 'gaberdines']",716,214,114,62
0,graph1710.png,[],,,,
0,graph1711.png,"['M', 'fogbow', 'scintillated']",133,179,88,47
0,graph1712.png,"['emporetic', 'tens']",139,186,84,32
0,graph1713.png,"['isanthous', 'touchline']",464,239,82,47
0,graph1714.png,['domiciliate'],133,136,88,32
0,graph1715.png,"['inarticulated', 'lotium', 'eudaemon', 'refective']",733,160,97,77
0,graph1716.png,"['m', 'G', 'I', 'hollooing']",465,122,79,62
0,graph1717.png,"['R', 'tirelessly']",753,194,78,32
0,graph1718.png,"['Z', 'w', 'i', 'pericarpial']",753,175,87,77
0,graph1719.png,"['attenuable', 'reinducement', 'quarterly', 'hays']",146,219,103,62
0,graph1720.png,['uningenuously'],450,123,106,32
0,graph1721.png,['prolocutor'],768,206,84,17
0,graph1722.png,"['a', 'g', 'vesication', 'unpunishing']",451,223,95,62
0,graph1723.png,[],,,,
0,graph1724.png,"['l', 'flavoured']",453,128,80,32
0,graph1725.png,"['carpocervical', 'exalts', 'chacoli', 'approvedly']",442,227,100,62
0,graph1726.png,"['f', 'muhammadan', 'contrasuggestible']",728,226,122,62
0,graph1727.png,['erasions'],146,129,76,17
0,graph1728.png,"['T', 'lingtow', 'incivility']",762,182,90,62
0,graph1729.png,"['K', 'nonpliantness']",747,180,103,47
0,graph1730.png,"['l', 'u', 'toccate', 'cilioflagellata']",457,209,100,77
0,graph1731.png,"['unhoed', 'permanencies']",429,121,104,47
0,graph1732.png,"['nondruidical', 'unpaved']",461,240,95,47
0,graph1733.png,"['Z', 'chirurgical']",743,186,86,32
0,graph1734.png,"['x', 'unpossible', 'sherbetzide']",439,125,92,62
0,graph1735.png,['ephthianura'],144,259,94,17
0,graph1736.png,"['k', 'd', 'H', 'obeish']",775,221,67,62
0,graph1737.png,"['s', 'diathermy', 'cusps', 'embryology']",765,174,92,77
0,graph1738.png,['woodgraining'],755,207,101,17
0,graph1739.png,"['clacket', 'noncompulsorily', 'overhonor']",709,183,115,47
0,graph1740.png,['reflush'],769,192,68,17
0,graph1741.png,[],,,,
0,graph1742.png,['alqueire'],134,191,74,32
0,graph1743.png,"['zirconia', 'staphyloraphic']",747,141,107,47
0,graph1744.png,"['whulk', 'cradlemen', 'cantil']",769,173,87,62
0,graph1745.png,"['V', 'benzaminic']",136,175,91,47
0,graph1746.png,"['celsia', 'soulical', 'frisbees', 'overdrunk']",773,167,84,77
0,graph1747.png,"['saturninely', 'deteriorates', 'rotonde']",452,126,94,62
0,graph1748.png,"['R', 'counterconditioning', 'cist', 'microbial']",432,128,132,62
0,graph1749.png,"['d', 'noyades']",445,248,76,32
0,graph1750.png,"['S', 'autoportraiture', 'shrike']",730,244,109,47
0,graph1751.png,"['P', 'a', 'reechoing', 'nurturer']",453,129,83,62
0,graph1752.png,"['L', 'botel', 'brongniardite']",748,188,100,47
0,graph1753.png,"['polyonomous', 'theopathy', 'mythogeneses']",157,241,106,47
0,graph1754.png,['medioccipital'],442,123,100,32
0,graph1755.png,"['winish', 'ulcery', 'disproportionableness']",709,139,143,47
0,graph1756.png,"['coinstantaneously', 'plantlet', 'randan']",712,182,124,47
0,graph1757.png,[],,,,
0,graph1758.png,"['z', 'e', 'lest', 'anatomisable']",131,178,101,62
0,graph1759.png,"['T', 'spectromicroscope', 'presbyterianly']",129,243,127,47
0,graph1760.png,"['dioicousness', 'touters', 'cashmerette', 'subbass']",452,126,97,77
0,graph1761.png,"['h', 'academite', 'pseudoambidextrously', 'mitotic']",128,134,146,77
0,graph1762.png,['exudates'],754,184,80,32
0,graph1763.png,"['s', 'quadragenarian']",745,178,112,32
0,graph1764.png,"['z', 'd', 'J', 'yince']",144,132,84,77
0,graph1765.png,"['O', 'g', 'overact']",448,135,71,62
0,graph1766.png,[],,,,
0,graph1767.png,['hydroceramic'],144,279,101,17
0,graph1768.png,"['G', 'unconcordantly']",130,122,110,32
0,graph1769.png,"['H', 'phagocytable', 'falconers', 'villache']",735,215,101,77
0,graph1770.png,"['Y', 'd', 'canalise']",162,231,75,47
0,graph1771.png,"['M', 'screensman', 'unilingual']",444,231,94,47
0,graph1772.png,[],,,,
0,graph1773.png,['sabring'],136,199,71,17
0,graph1774.png,"['u', 'unseasonable', 'pneumatocyst', 'unorn']",160,170,105,77
0,graph1775.png,['womanhearted'],739,209,108,17
0,graph1776.png,['bewrap'],770,273,71,17
0,graph1777.png,"['L', 'Q', 'piled']",459,130,72,62
